rowID,ColumnNames,ColumnValues
_12621_Eric,_1191_LittleShopofMagic,5
_12626_Shane,_1700_TheForumShops,5
_12626_Shane,_1145_Burberry,4
_12626_Shane,_0869_FashionShow,5
_12626_Shane,_1090_TownSquareLasVegas,5
_12626_Shane,_0342_GoldSilverPawnShop,4
_12626_Shane,_1580_ZiaRecords,5
_12626_Shane,_0829_BananaRepublic,3
_12670_Carla,_1233_Target,3
_12670_Carla,_0869_FashionShow,5
_12670_Carla,_1054_BassProShops,4
_12670_Carla,_1267_Sephora,5
_12670_Carla,_1280_Target,4
_12670_Carla,_2280_TheLoveStore,5
_12680_Ken,_1115_AppleStore,3
_12680_Ken,_1608_Walmart,5
_12680_Ken,_1446_TheHomeDepot,5
_12680_Ken,_0094_RCWilley,2
_12680_Ken,_1081_BocaParkFashionVillage,5
_12809_Elizabeth,_1700_TheForumShops,5
_12809_Elizabeth,_0720_LasVegasNorthPremiumOutl,4
_12809_Elizabeth,_0869_FashionShow,4
_12809_Elizabeth,_1089_KateSpade,4
_12809_Elizabeth,_1117_TheShoppesatThePalazzo,5
_12809_Elizabeth,_0492_Chanel,5
_12809_Elizabeth,_1226_MichaelKors,5
_12849_Megan,_0757_FredericksofHollywood,4
_12849_Megan,_0667_NordstromRack,5
_12849_Megan,_0649_Marshalls,4
_12849_Megan,_0132_Macys,4
_12849_Megan,_1055_Target,4
_12849_Megan,_1334_OldNavy,4
_12849_Megan,_1728_CharmingCharlieLasVegas,4
_12849_Megan,_1267_Sephora,5
_12849_Megan,_1436_FloorDecor,4
_12849_Megan,_0985_SmithsFoodDrugStores,3
_12849_Megan,_1764_ToyShack,4
_12849_Megan,_0025_Dillards,4
_12849_Megan,_0038_SportChalet,4
_12849_Megan,_0459_DillardsDepartmentStore,4
_12849_Megan,_1721_InglotCosmetics,5
_12849_Megan,_0858_LOFT,5
_12863_Nancy,_1700_TheForumShops,4
_12863_Nancy,_0750_WorldofCocaCola,5
_12863_Nancy,_1102_HM,3
_12863_Nancy,_1673_HM,3
_12863_Nancy,_0415_TheGrandCanalShoppes,4
_12863_Nancy,_0475_Sephora,4
_12863_Nancy,_1900_Walgreens,4
_12887_Libby,_1700_TheForumShops,5
_12887_Libby,_1060_MiracleMileShops,3
_12887_Libby,_0342_GoldSilverPawnShop,3
_12887_Libby,_1217_CrystalsatCityCenter,3
_1288_Vicky,_1145_Burberry,4
_1288_Vicky,_0869_FashionShow,4
_1288_Vicky,_1147_2bBebe,4
_1288_Vicky,_1152_SalvatoreFerragamoOutlet,3
_1288_Vicky,_1155_CrocsOutlet,1
_1288_Vicky,_1156_KateSpadeOutlet,3
_1288_Vicky,_1160_VictoriasSecret,3
_1288_Vicky,_1187_JCrewFactoryStore,2
_1288_Vicky,_1151_TedBakerOutlet,2
_1288_Vicky,_0192_LacosteOutletLasVegas,4
_1288_Vicky,_1149_JuicyCoutureOutlet,3
_12897_Cayenne,_0032_TheSalvationArmy,4
_12897_Cayenne,_0062_Goodwill,4
_12897_Cayenne,_1212_Savers,4
_12897_Cayenne,_0944_REI,4
_12897_Cayenne,_0646_GoodwillSouthernNevada,3
_12897_Cayenne,_1423_LowesHomeImprovement,4
_12897_Cayenne,_1326_TheBodyShop,5
_12897_Cayenne,_0591_BuffaloExchange,3
_12897_Cayenne,_0956_DaileysAceHardware,5
_12897_Cayenne,_1586_BrettWesleyGallery,4
_12930_Lori,_0424_AppleStore,5
_12930_Lori,_0309_MoonValleysPlantWorldNur,5
_12930_Lori,_0558_HallmarkStore,4
_12930_Lori,_1510_Walgreens,5
_12930_Lori,_1585_McghiesSkiBikeBoard,4
_12930_Lori,_0998_RedRockRunningCompany,5
_12948_Nelson,_0869_FashionShow,3
_12948_Nelson,_1060_MiracleMileShops,4
_12948_Nelson,_1090_TownSquareLasVegas,5
_12948_Nelson,_1242_Borders,3
_12948_Nelson,_0731_LasVegasSouthPremiumOutl,4
_12948_Nelson,_1635_RossDressForLess,5
_12948_Nelson,_0591_BuffaloExchange,4
_12948_Nelson,_1347_Gamestop,2
_12948_Nelson,_1343_LasVegasMarket,5
_12948_Nelson,_0577_BarnesNobleBooksellers,4
_12948_Nelson,_1645_TrendTraders,1
_12952_Joshua,_0660_Vons,4
_12952_Joshua,_1621_BestBuy,4
_12952_Joshua,_2347_WalmartSupercenter,3
_12952_Joshua,_1580_ZiaRecords,5
_12952_Joshua,_0886_CVSPharmacy,5
_12952_Joshua,_1602_BuyBack,4
_12952_Joshua,_0840_Walgreens,3
_12952_Joshua,_0938_AmberUnicornBooks,5
_12957_Elizabeth,_1700_TheForumShops,5
_12957_Elizabeth,_0475_Sephora,4
_12957_Elizabeth,_1117_TheShoppesatThePalazzo,5
_12957_Elizabeth,_0850_LikCaesarsPeterLikFineAr,4
_13045_Lisa,_1178_REI,5
_13045_Lisa,_1065_FantasticIndoorSwapmeet,3
_13045_Lisa,_0399_RossDressforLess,2
_13045_Lisa,_1728_CharmingCharlieLasVegas,4
_13045_Lisa,_0901_Homegoods,5
_13045_Lisa,_1267_Sephora,5
_13070_Michael,_0716_Walmart,4
_13070_Michael,_1700_TheForumShops,5
_13070_Michael,_0424_AppleStore,4
_13070_Michael,_0771_FrysElectronics,4
_13070_Michael,_1059_GalleriaMallatSunset,4
_13070_Michael,_1104_Costco,4
_13070_Michael,_0720_LasVegasNorthPremiumOutl,4
_13070_Michael,_0869_FashionShow,4
_13070_Michael,_1090_TownSquareLasVegas,4
_13070_Michael,_0423_NiketownLasVegas,5
_13070_Michael,_0667_NordstromRack,3
_13070_Michael,_0191_NikeFactoryStore,4
_13070_Michael,_1217_CrystalsatCityCenter,3
_13070_Michael,_0088_Vons,4
_13070_Michael,_0649_Marshalls,4
_13070_Michael,_0740_Off5thSaksFifthAvenueOut,3
_13070_Michael,_0089_KohlsDepartmentStores,3
_13070_Michael,_0568_BurlingtonCoatFactory,3
_13070_Michael,_0680_Marshalls,3
_13070_Michael,_0978_TheBurlingtonCoatFactory,4
_13070_Michael,_1008_AnnasLinens,4
_13070_Michael,_1115_AppleStore,4
_13070_Michael,_0058_Walmart,4
_13070_Michael,_0675_BestBuy,4
_13070_Michael,_0811_TheDistrictAtGreenValley,4
_13070_Michael,_1069_Target,4
_13070_Michael,_1087_HM,3
_13070_Michael,_0651_TheHomeDepot,4
_13070_Michael,_0083_Kmart,2
_13070_Michael,_0802_WalmartNeighborhoodMarke,5
_13070_Michael,_0743_BootBarn,4
_13070_Michael,_0985_SmithsFoodDrugStores,3
_13070_Michael,_0060_MensWearhouse,3
_13070_Michael,_0647_SamsClub,4
_13070_Michael,_0876_CasaFuenteCigars,5
_13070_Michael,_1271_DicksSportingGoods,4
_13070_Michael,_0654_HouseofSmokesGifts,4
_13070_Michael,_1002_Express,5
_13070_Michael,_1167_Express,3
_13070_Michael,_1497_Walmart,4
_13116_Yolanda,_0400_MeadowsMall,3
_13116_Yolanda,_0720_LasVegasNorthPremiumOutl,2
_13116_Yolanda,_1090_TownSquareLasVegas,5
_13116_Yolanda,_0223_BarnesNobleBooksellers,4
_13116_Yolanda,_1054_BassProShops,4
_13116_Yolanda,_1471_Rhapsodielle,4
_13116_Yolanda,_1029_VictoriasSecret,5
_13116_Yolanda,_1494_MACCosmetics,2
_13154_Jeff,_1178_REI,4
_13154_Jeff,_0561_SmithsFoodDrugStores,5
_13154_Jeff,_0450_Tourneau,4
_13154_Jeff,_1891_GuitarCenter,4
_13154_Jeff,_0677_RCWilley,4
_13154_Jeff,_0537_Pier1Imports,4
_13159_JunieBonez,_0400_MeadowsMall,5
_13159_JunieBonez,_0364_WalmartSupercenter,5
_13159_JunieBonez,_0528_SamsClub,4
_13159_JunieBonez,_0224_BestBuy,4
_13159_JunieBonez,_2067_HOVLasVegas,5
_13159_JunieBonez,_1352_OpticGallery,5
_13159_JunieBonez,_2069_VegasVaporEmporium,5
_13159_JunieBonez,_2094_PuffVapors,4
_13159_JunieBonez,_2111_TruVape,5
_13178_Jewelyn,_0437_Macys,4
_13178_Jewelyn,_1781_HomeGoods,5
_13178_Jewelyn,_1898_HobbyLobby,1
_13178_Jewelyn,_0139_MIInternational,5
_13178_Jewelyn,_1031_VavoomGirlyBoutique,5
_13178_Jewelyn,_1329_Big5SportingGoods,5
_13224_Amy,_0400_MeadowsMall,3
_13224_Amy,_0720_LasVegasNorthPremiumOutl,4
_13224_Amy,_1060_MiracleMileShops,3
_13224_Amy,_1686_RossDressforLess,3
_13224_Amy,_0342_GoldSilverPawnShop,3
_13224_Amy,_1217_CrystalsatCityCenter,3
_13224_Amy,_1568_CostcoWarehouse,4
_13224_Amy,_0740_Off5thSaksFifthAvenueOut,3
_13224_Amy,_0731_LasVegasSouthPremiumOutl,3
_13224_Amy,_1106_DiscountShoeFactory,3
_13224_Amy,_0058_Walmart,3
_13224_Amy,_0059_DSWDesignerShoeWarehouse,3
_13224_Amy,_0053_RossStores,4
_13224_Amy,_1404_Marshalls,3
_13224_Amy,_0039_JCPenney,3
_13224_Amy,_0040_UltaBeauty,2
_13224_Amy,_1036_OldNavy,2
_13286_Cherie,_0618_Walmart,2
_13286_Cherie,_1059_GalleriaMallatSunset,4
_13286_Cherie,_1090_TownSquareLasVegas,4
_13286_Cherie,_1201_Lush,4
_13286_Cherie,_0056_Macys,4
_13286_Cherie,_0630_UltaSalonCosmeticsFragra,4
_13286_Cherie,_0649_Marshalls,1
_13286_Cherie,_1069_Target,4
_13286_Cherie,_0746_Fresh,5
_13286_Cherie,_0985_SmithsFoodDrugStores,4
_13286_Cherie,_1271_DicksSportingGoods,4
_13286_Cherie,_0052_HotTopic,4
_13289_Sangeetha,_1104_Costco,2
_13289_Sangeetha,_0720_LasVegasNorthPremiumOutl,5
_13289_Sangeetha,_1156_KateSpadeOutlet,5
_13289_Sangeetha,_0755_WorldMarket,5
_13289_Sangeetha,_0667_NordstromRack,2
_13289_Sangeetha,_1242_Borders,3
_13289_Sangeetha,_1558_TJMaxx,5
_13289_Sangeetha,_1227_BestBuy,5
_13289_Sangeetha,_0779_BellagioGalleryofFineArt,4
_13289_Sangeetha,_1218_ColeHaan,5
_13289_Sangeetha,_0829_BananaRepublic,1
_13312_Kayla,_1626_HobbyLobby,5
_13312_Kayla,_1568_CostcoWarehouse,4
_13312_Kayla,_1511_GorillaRadioSmokeShop,5
_13312_Kayla,_1997_Buybacks,5
_13334_Crystal,_0583_AlternateRealityComics,5
_13334_Crystal,_0906_ZombieZone,4
_13334_Crystal,_0591_BuffaloExchange,4
_13334_Crystal,_1764_ToyShack,4
_13334_Crystal,_1641_MaximumComics,4
_13334_Crystal,_1645_TrendTraders,3
_13334_Crystal,_1241_BeautyToBeauty,3
_13433_Paul,_0796_Target,1
_13433_Paul,_1621_BestBuy,3
_13433_Paul,_0675_BestBuy,3
_13433_Paul,_0821_SportsAuthority,4
_13433_Paul,_1290_PowderandSun,4
_13433_Paul,_1366_SportChalet,2
_13447_Christina,_1700_TheForumShops,4
_13447_Christina,_0750_WorldofCocaCola,4
_13447_Christina,_1145_Burberry,4
_13447_Christina,_0475_Sephora,4
_13447_Christina,_0720_LasVegasNorthPremiumOutl,3
_13447_Christina,_1155_CrocsOutlet,5
_13447_Christina,_0439_LouisVuitton,5
_13447_Christina,_0729_AgentProvocateur,4
_13447_Christina,_0411_Gucci,2
_13447_Christina,_0760_FAOSchwarz,5
_13447_Christina,_1117_TheShoppesatThePalazzo,4
_13447_Christina,_1066_TatyanaBoutique,4
_13447_Christina,_2262_TheLINQPromenade,1
_13447_Christina,_0492_Chanel,5
_13447_Christina,_0532_SmartFinal,4
_13447_Christina,_0746_Fresh,5
_13447_Christina,_1050_MarcJacobs,4
_13447_Christina,_1048_Undefeated,4
_13447_Christina,_0426_Coach,4
_13447_Christina,_0745_TheArtofShaving,4
_13447_Christina,_1075_DisneyOutlet,5
_13447_Christina,_1978_PinkSpotVapors,2
_13447_Christina,_1166_Stussy,4
_13447_Christina,_1727_LasVegasFightShop,5
_13447_Christina,_1218_ColeHaan,5
_13447_Christina,_0192_LacosteOutletLasVegas,3
_13447_Christina,_1149_JuicyCoutureOutlet,1
_13447_Christina,_1002_Express,2
_13447_Christina,_0983_KennethCole,5
_13447_Christina,_1240_TiffanyandCo,5
_13447_Christina,_1320_MichaelKors,5
_13460_Ivy,_1700_TheForumShops,4
_13460_Ivy,_0869_FashionShow,4
_13460_Ivy,_0740_Off5thSaksFifthAvenueOut,3
_13460_Ivy,_0501_Nordstrom,3.5
_13460_Ivy,_0867_Zara,3
_13460_Ivy,_1125_Forever21,1
_13562_Ilene,_0400_MeadowsMall,2
_13562_Ilene,_1626_HobbyLobby,4
_13562_Ilene,_1064_BroadacresMarketplaceEve,4
_13562_Ilene,_1021_BlickArtMaterials,5
_13562_Ilene,_1931_CharlestonAntiqueMall,5
_13562_Ilene,_0906_ZombieZone,4
_13562_Ilene,_1087_HM,2
_13562_Ilene,_1875_Topshop,1
_13562_Ilene,_0591_BuffaloExchange,1
_13562_Ilene,_0781_UrbanOutfitters,2
_13562_Ilene,_1430_Target,2
_13562_Ilene,_0040_UltaBeauty,5
_13562_Ilene,_0029_LensCrafters,4
_13562_Ilene,_1762_PlatosClosetHenderson,2
_13569_Melia,_0673_TargetGreatland,4
_13569_Melia,_1626_HobbyLobby,4
_13569_Melia,_1700_TheForumShops,3
_13569_Melia,_1059_GalleriaMallatSunset,3
_13569_Melia,_0869_FashionShow,3
_13569_Melia,_1255_Target,5
_13569_Melia,_0754_CostPlusWorldMarket,5
_13569_Melia,_0755_WorldMarket,5
_13569_Melia,_1200_JoAnnFabricandCraftStore,4
_13569_Melia,_1217_CrystalsatCityCenter,3
_13569_Melia,_1568_CostcoWarehouse,3
_13569_Melia,_0796_Target,3
_13569_Melia,_0811_TheDistrictAtGreenValley,4
_13569_Melia,_1087_HM,3
_13569_Melia,_1267_Sephora,4
_13569_Melia,_0014_BarnesNobleBooksellers,3
_13569_Melia,_1910_TheContainerStore,4
_13569_Melia,_0738_ZiaRecords,4
_13569_Melia,_0979_WilliamsSonoma,3
_13569_Melia,_1603_AmysHallmarkShop,4
_13569_Melia,_1860_CostcoGas,4
_13569_Melia,_1187_JCrewFactoryStore,4
_13569_Melia,_0040_UltaBeauty,4
_13569_Melia,_1343_LasVegasMarket,5
_13569_Melia,_0165_TargetStores,1
_13569_Melia,_0051_VictoriasSecretStores,4
_13569_Melia,_0347_BedBathBeyond,5
_13569_Melia,_0762_Anthropologie,4
_13583_Jennifer,_1700_TheForumShops,3
_13583_Jennifer,_0750_WorldofCocaCola,3
_13583_Jennifer,_1201_Lush,5
_13583_Jennifer,_1217_CrystalsatCityCenter,3
_13583_Jennifer,_0799_MandalayPlace,3
_13583_Jennifer,_1764_ToyShack,2
_13593_Brad,_0561_SmithsFoodDrugStores,5
_13593_Brad,_1183_Walgreens,3
_13593_Brad,_0679_Albertsons,2
_13593_Brad,_1443_CVSPharmacy,2
_13593_Brad,_0576_VerizonWireless,2
_13624_Gol,_1104_Costco,5
_13624_Gol,_0911_Costco,5
_13624_Gol,_0229_OldNavy,4
_13624_Gol,_1054_BassProShops,4
_13624_Gol,_0160_WilliamsCostumeCo,5
_13624_Gol,_2047_CALRanchStore,4
_1363_Channele,_0771_FrysElectronics,4
_1363_Channele,_1090_TownSquareLasVegas,5
_1363_Channele,_0088_Vons,4
_1363_Channele,_0089_KohlsDepartmentStores,3
_1363_Channele,_0768_BigLots,4
_1363_Channele,_0735_Neonopolis,4
_1363_Channele,_1267_Sephora,5
_1363_Channele,_0036_BabiesRUs,4
_13649_Stephanie,_0583_AlternateRealityComics,5
_13649_Stephanie,_0725_CVSPharmacy,2
_13649_Stephanie,_0574_BestBuy,1
_13649_Stephanie,_0309_MoonValleysPlantWorldNur,5
_13649_Stephanie,_0646_GoodwillSouthernNevada,3
_13649_Stephanie,_0737_GoodwillIndustries,5
_13649_Stephanie,_1919_Savers,4
_13649_Stephanie,_0593_99CentsOnlyStore,4
_13649_Stephanie,_1161_Target,3
_13649_Stephanie,_1163_MaximuMComics,4
_13649_Stephanie,_1804_ZombieApocalypseStore,4
_13649_Stephanie,_0919_SearsRoebuckandCompany,5
_13649_Stephanie,_0577_BarnesNobleBooksellers,4
_13649_Stephanie,_1191_LittleShopofMagic,4
_13649_Stephanie,_0792_Vons,2
_13742_Chastine,_0869_FashionShow,4.5
_13742_Chastine,_0755_WorldMarket,4
_13742_Chastine,_1100_BarneysNewYork,5
_13742_Chastine,_0667_NordstromRack,3
_13742_Chastine,_1201_Lush,4
_13742_Chastine,_0315_TheVillageLakeLasVegas,4
_13742_Chastine,_0466_SaksFifthAvenue,4
_13742_Chastine,_0762_Anthropologie,4
_13809_Julie,_0673_TargetGreatland,4
_13809_Julie,_0750_WorldofCocaCola,4
_13809_Julie,_1330_Albertsons,4
_13809_Julie,_0162_WorldsLargestGiftShop,3
_13809_Julie,_1463_SmithsFoodDrugCenters,4
_13809_Julie,_0710_SamsClub,3
_13809_Julie,_1495_Gamestop,2
_13845_Tesh,_0239_BeautySupplyWarehouse,4
_13845_Tesh,_0560_BathandBodyWorks,5
_13845_Tesh,_1524_Walgreens,3
_13845_Tesh,_2372_NordstromRack,2
_13845_Tesh,_0396_VictoriasSecretStores,2
_13845_Tesh,_1137_WilliamsSonoma,1
_13881_Karen,_1178_REI,4
_13881_Karen,_0720_LasVegasNorthPremiumOutl,3
_13881_Karen,_0869_FashionShow,3
_13881_Karen,_1090_TownSquareLasVegas,5
_13881_Karen,_0944_REI,4
_13881_Karen,_1738_Savers,4
_13881_Karen,_0546_LasVegasCycleryandRunnin,5
_13881_Karen,_1054_BassProShops,2
_13881_Karen,_0901_Homegoods,5
_13881_Karen,_1910_TheContainerStore,3
_13881_Karen,_0698_TheSalvationArmy,3
_13881_Karen,_0762_Anthropologie,4
_13881_Karen,_1137_WilliamsSonoma,3
_13895_Paul,_1085_Target,1
_13895_Paul,_0424_AppleStore,5
_13895_Paul,_0561_SmithsFoodDrugStores,1
_13895_Paul,_0771_FrysElectronics,3
_13895_Paul,_1104_Costco,3
_13895_Paul,_0678_OfficeDepot,3
_13895_Paul,_2295_LegoStore,4
_13895_Paul,_0555_RossDressforLess,2
_13895_Paul,_0796_Target,3
_13895_Paul,_1738_Savers,3
_13895_Paul,_2141_RossDressforLess,3
_13895_Paul,_0271_Michaels,3
_13895_Paul,_0272_Kmart,3
_13895_Paul,_0544_TheHomeDepot,4
_13895_Paul,_0677_RCWilley,4
_13895_Paul,_0799_MandalayPlace,3
_13895_Paul,_1443_CVSPharmacy,3
_13895_Paul,_1280_Target,5
_13895_Paul,_1210_Target,3
_13895_Paul,_0539_StarNursery,5
_13895_Paul,_1279_ToysRUs,5
_1389_Darrell,_1700_TheForumShops,5
_1389_Darrell,_0750_WorldofCocaCola,3
_1389_Darrell,_1705_LasVegasChinatownPlaza,2
_1389_Darrell,_0415_TheGrandCanalShoppes,5
_1389_Darrell,_0441_ABCStores,3
_1389_Darrell,_0720_LasVegasNorthPremiumOutl,3
_1389_Darrell,_0727_HawaiianMarketplace,1
_1389_Darrell,_0869_FashionShow,4
_1389_Darrell,_1060_MiracleMileShops,4
_1389_Darrell,_1065_FantasticIndoorSwapmeet,2
_1389_Darrell,_1090_TownSquareLasVegas,3
_1389_Darrell,_1117_TheShoppesatThePalazzo,3
_1389_Darrell,_1217_CrystalsatCityCenter,3
_1389_Darrell,_0731_LasVegasSouthPremiumOutl,2
_1389_Darrell,_2262_TheLINQPromenade,3
_1389_Darrell,_0799_MandalayPlace,3
_1389_Darrell,_0745_TheArtofShaving,3
_13915_Ian,_1729_TivoliVillage,5
_13915_Ian,_1145_Burberry,2
_13915_Ian,_1705_LasVegasChinatownPlaza,4
_13915_Ian,_0088_Vons,4
_13915_Ian,_0738_ZiaRecords,5
_13915_Ian,_0647_SamsClub,4
_13915_Ian,_0018_TheBodyShop,4
_13921_Pete,_0771_FrysElectronics,4
_13921_Pete,_1060_MiracleMileShops,4
_13921_Pete,_0423_NiketownLasVegas,5
_13921_Pete,_1054_BassProShops,5
_13921_Pete,_0973_LasVegasGunRangeFirearms,5
_13960_Mat,_1059_GalleriaMallatSunset,3
_13960_Mat,_0502_DesertPassageAtAladdin,3
_13960_Mat,_0755_WorldMarket,4
_13960_Mat,_1217_CrystalsatCityCenter,3
_13960_Mat,_0063_AshleyFurnitureHomestore,4
_13960_Mat,_1008_AnnasLinens,3
_13960_Mat,_1055_Target,3
_13960_Mat,_1820_NikeFactoryStore,4
_13960_Mat,_1596_AppleStore,4
_13960_Mat,_0782_Homegoods,3
_13960_Mat,_0060_MensWearhouse,1
_13982_Zach,_0370_TheHomeDepot,3
_13982_Zach,_1508_ATT,4
_13982_Zach,_1804_ZombieApocalypseStore,4
_13982_Zach,_1796_GameStop,4
_13982_Zach,_0917_PearleVision,5
_14036_Rachel,_0716_Walmart,4
_14036_Rachel,_1700_TheForumShops,4
_14036_Rachel,_1729_TivoliVillage,3
_14036_Rachel,_1178_REI,5
_14036_Rachel,_1213_SportsmansWarehouse,4
_14036_Rachel,_1104_Costco,4
_14036_Rachel,_0362_PacificArcherySales,3
_14036_Rachel,_0229_OldNavy,4
_14036_Rachel,_0573_ToysRUs,3
_14036_Rachel,_0731_LasVegasSouthPremiumOutl,3
_14036_Rachel,_0796_Target,5
_14036_Rachel,_1487_JCPenney,4
_14036_Rachel,_0677_RCWilley,1
_14036_Rachel,_1054_BassProShops,5
_14036_Rachel,_0670_Walgreens,3
_14036_Rachel,_1124_Target,4
_14036_Rachel,_1591_SportsAuthority,4
_14036_Rachel,_0165_TargetStores,3
_14036_Rachel,_2047_CALRanchStore,4
_14039_Sheila,_0411_Gucci,3
_14039_Sheila,_0272_Kmart,2
_14039_Sheila,_0996_BathBodyWorks,4
_14039_Sheila,_0850_LikCaesarsPeterLikFineAr,4
_14039_Sheila,_1002_Express,3
_14047_Monica,_1085_Target,5
_14047_Monica,_0312_WalmartSupercenter,5
_14047_Monica,_1183_Walgreens,5
_14047_Monica,_1568_CostcoWarehouse,5
_14047_Monica,_0165_TargetStores,2
_14082_Jessica,_0729_AgentProvocateur,5
_14082_Jessica,_1217_CrystalsatCityCenter,3
_14082_Jessica,_1250_TatyanaBoutique,5
_14082_Jessica,_1241_BeautyToBeauty,3
_14098_Chris,_0771_FrysElectronics,2
_14098_Chris,_0056_Macys,5
_14098_Chris,_0132_Macys,5
_14098_Chris,_1115_AppleStore,5
_14098_Chris,_1824_LensCrafters,5
_14109_Suzy,_1729_TivoliVillage,4
_14109_Suzy,_0424_AppleStore,4
_14109_Suzy,_1090_TownSquareLasVegas,5
_14109_Suzy,_0186_CostcoBusinessCenter,5
_14109_Suzy,_0659_NikeFactoryStore,2
_14109_Suzy,_1379_JTsBicycle,5
_14109_Suzy,_0811_TheDistrictAtGreenValley,5
_14109_Suzy,_1497_Walmart,4
_14109_Suzy,_0275_Walgreens,5
_14114_Virginia,_0432_NeimanMarcus,4
_14114_Virginia,_1100_BarneysNewYork,5
_14114_Virginia,_1099_ChristianLouboutin,5
_14114_Virginia,_0779_BellagioGalleryofFineArt,4
_14114_Virginia,_0501_Nordstrom,5
_14114_Virginia,_0466_SaksFifthAvenue,4
_14154_Cris,_0673_TargetGreatland,5
_14154_Cris,_2292_PolaroidFotobar,4
_14154_Cris,_1125_Forever21,4
_14154_Cris,_1210_Target,5
_14154_Cris,_0039_JCPenney,4
_14154_Cris,_0396_VictoriasSecretStores,4
_14154_Cris,_1645_TrendTraders,2
_14154_Cris,_0938_AmberUnicornBooks,4
_14154_Cris,_1762_PlatosClosetHenderson,4
_14154_Cris,_1947_PlatosCloset,4
_14154_Cris,_2034_OpenBoxBuy,3
_14175_Audrey,_1700_TheForumShops,4
_14175_Audrey,_0750_WorldofCocaCola,4
_14175_Audrey,_0415_TheGrandCanalShoppes,4
_14175_Audrey,_0720_LasVegasNorthPremiumOutl,5
_14175_Audrey,_0869_FashionShow,4
_14175_Audrey,_1060_MiracleMileShops,5
_14175_Audrey,_1117_TheShoppesatThePalazzo,4
_14175_Audrey,_2262_TheLINQPromenade,4
_14175_Audrey,_2318_Kitson,4
_14181_Jaime,_0771_FrysElectronics,1
_14181_Jaime,_0667_NordstromRack,5
_14181_Jaime,_0056_Macys,3
_14181_Jaime,_1227_BestBuy,5
_14181_Jaime,_0058_Walmart,1
_14181_Jaime,_1054_BassProShops,4
_14181_Jaime,_0782_Homegoods,3
_14181_Jaime,_2078_TheFindLLC,4
_14183_Shae,_1090_TownSquareLasVegas,4
_14183_Shae,_1648_Savers,4
_14183_Shae,_0731_LasVegasSouthPremiumOutl,3
_14183_Shae,_0577_BarnesNobleBooksellers,4
_14183_Shae,_1645_TrendTraders,3
_14183_Shae,_0594_SallyBeautySupply,2
_14183_Shae,_0603_Savers,3
_14191_P,_1700_TheForumShops,3
_14191_P,_0750_WorldofCocaCola,4
_14191_P,_1705_LasVegasChinatownPlaza,2
_14191_P,_0415_TheGrandCanalShoppes,4
_14191_P,_0720_LasVegasNorthPremiumOutl,4
_14191_P,_1060_MiracleMileShops,3
_14191_P,_0451_TheBoulevardMall,3
_14191_P,_0731_LasVegasSouthPremiumOutl,3
_14191_P,_1661_WalmartSupercenter,3
_14191_P,_2262_TheLINQPromenade,4
_14191_P,_2292_PolaroidFotobar,3
_14191_P,_0802_WalmartNeighborhoodMarke,4
_14191_P,_0829_BananaRepublic,3
_14191_P,_1320_MichaelKors,3
_14191_P,_0193_SKECHERSFactoryOutlet,4
_14191_P,_1694_GapOutlet,3
_14217_Patrick,_0771_FrysElectronics,4
_14217_Patrick,_2067_HOVLasVegas,3
_14217_Patrick,_1978_PinkSpotVapors,5
_14217_Patrick,_2069_VegasVaporEmporium,5
_14217_Patrick,_2111_TruVape,5
_14217_Patrick,_2059_TokyoDiscount,5
_14217_Patrick,_2087_YosiVaporBoutique,4
_14233_Quinn,_1104_Costco,3
_14233_Quinn,_0796_Target,3
_14233_Quinn,_0544_TheHomeDepot,3
_14233_Quinn,_0546_LasVegasCycleryandRunnin,3
_14233_Quinn,_0675_BestBuy,4
_14233_Quinn,_1443_CVSPharmacy,3
_14233_Quinn,_1585_McghiesSkiBikeBoard,1
_14233_Quinn,_0535_SportChalet,4
_14233_Quinn,_0745_TheArtofShaving,5
_14317_Tony,_0400_MeadowsMall,4
_14317_Tony,_0771_FrysElectronics,4
_14317_Tony,_1104_Costco,4
_14317_Tony,_0469_SamAshMusicStores,4
_14317_Tony,_1306_KohlsDepartmentStores,3
_14317_Tony,_0526_BarnesNoble,4
_14317_Tony,_1329_Big5SportingGoods,4
_14332_Tida,_0374_QMode,4
_14332_Tida,_1445_ATT,5
_14332_Tida,_1621_BestBuy,1
_14332_Tida,_1087_HM,4
_14332_Tida,_1125_Forever21,2
_14332_Tida,_1185_Ulta3CosmeticsSalon,4
_14332_Tida,_1613_BedBathBeyond,4
_14367_Tammy,_1217_CrystalsatCityCenter,3
_14367_Tammy,_0928_LouisVuitton,5
_14367_Tammy,_0454_Gucci,5
_14367_Tammy,_1556_TiffanyCo,5
_14448_Ryan,_1090_TownSquareLasVegas,1
_14448_Ryan,_0072_HahnsWorldofSurplus,5
_14448_Ryan,_1115_AppleStore,1
_14448_Ryan,_0291_MadManArmySurplusHipHopS,1
_14448_Ryan,_0310_HobbytownUSA,5
_14513_Colleen,_1090_TownSquareLasVegas,4
_14513_Colleen,_0223_BarnesNobleBooksellers,4
_14513_Colleen,_1201_Lush,5
_14513_Colleen,_1463_SmithsFoodDrugCenters,4
_14513_Colleen,_2059_TokyoDiscount,4
_14523_Tina,_1046_JoAnnFabricandCraft,1
_14523_Tina,_1967_RossDressforLess,1
_14523_Tina,_0272_Kmart,1
_14523_Tina,_0526_BarnesNoble,3
